sentence-transformers/paraphrase-xlm-r-multilingual-v1	3	0.30666666666666664
sentence-transformers/paraphrase-MiniLM-L12-v2	3	0.3233333333333333
sentence-transformers/paraphrase-MiniLM-L3-v2	3	0.3333333333333333
sentence-transformers/clip-ViT-B-32-multilingual-v1	3	0.30333333333333334
sentence-transformers/distiluse-base-multilingual-cased-v2	3	0.32666666666666666
sentence-transformers/quora-distilbert-multilingual	3	0.2966666666666667
sentence-transformers/msmarco-distilbert-base-v4	3	0.3333333333333333
flax-sentence-embeddings/multi-qa_v1-distilbert-cls_dot	3	0.3333333333333333
flax-sentence-embeddings/all_datasets_v3_distilroberta-base	3	0.33
flax-sentence-embeddings/multi-qa_v1-MiniLM-L6-mean_cos	3	0.3333333333333333
sentence-transformers/stsb-xlm-r-multilingual	3	0.31
